id,height,country,distance,dock,rank,function,usage,dose,count,max,weight,cat1,class,age,target
2131,60075.92,CO-14,44893,DO-11,RA-21,FU-3,4616,6461,15148,7732,1290.1383,CA-29,CL-17,7123,TA-4
2132,44740.59,CO-4,33143,DO-12,RA-28,FU-27,6472,3116,11231,4477,NA,CA-13,CL-1E,1335,TA-3
2133,43412.64,CO-D,47804,DO-12,RA-26,FU-17,7957,8780,7339,8404,82413.352,CA-2B,CL-0,12735,TA-4
2134,59731.41,CO-5,45288,DO-6,RA-15,FU-11,5139,1426,2555,8734,1112.1063,CA-13,CL-10,1474,TA-1
2135,41337.8,CO-14,33124,DO-11,RA-13,FU-21,2408,9908,3774,12431,NA,CA-19,CL-6,11772,TA-0
2136,61981.83,CO-9,21788,DO-6,RA-28,FU-8,3935,10183,1098,4614,79547.3145,CA-5,CL-B,2227,TA-2
2137,51114.71,CO-C,41990,DO-0,RA-1F,FU-6,5237,1201,1640,11675,56178.0345,CA-20,CL-12,11719,TA-3
2138,69730.19,CO-2,47392,DO-B,RA-22,FU-1E,5931,9101,14757,5504,47417.8098,CA-12,CL-23,10107,TA-3
2139,46183.65,CO-12,28034,DO-3,RA-D,FU-6,4852,10810,13073,7750,NA,CA-1A,CL-10,13586,TA-1
2140,66969.82,CO-4,42701,DO-4,RA-1F,FU-2A,6545,7840,27427,7146,21340.6234,CA-5,CL-D,12461,TA-1
2141,54202.71,CO-9,36407,DO-F,RA-10,FU-8,4717,3194,4538,9887,56982.9921,CA-23,CL-14,11072,TA-2
2142,46026.72,CO-2,34935,DO-D,RA-1E,FU-21,5314,4830,35634,4327,2881.8853,CA-14,CL-C,3311,TA-0
2143,41125.35,CO-9,31603,DO-3,RA-1D,FU-24,3705,5357,8439,10542,79762.0804,CA-11,CL-10,11554,TA-2
2144,37186.49,CO-A,38626,DO-4,RA-17,FU-1,7451,5651,19329,7474,30742.2856,CA-6,CL-21,6296,TA-0
2145,48774.93,CO-14,43413,DO-0,RA-14,FU-0,6036,3616,2710,10997,63988.0843,CA-1E,CL-1C,8167,TA-0
2146,51942.49,CO-9,35720,DO-3,RA-8,FU-11,6095,10605,23140,6575,NA,CA-1F,CL-C,11433,TA-1
2147,39771.6,CO-10,35775,DO-9,RA-1F,FU-2B,6047,5787,24519,7386,17612.2906,CA-14,CL-10,1122,TA-1
2148,58598.64,CO-6,15172,DO-E,RA-22,FU-11,5502,1194,2308,9184,30446.7839,CA-10,CL-6,6136,TA-0
2149,41878.37,CO-C,33746,DO-6,RA-24,FU-16,4125,10394,16904,6053,53726.0809,CA-20,CL-18,3396,TA-3
2150,62646.0,CO-10,25919,DO-2,RA-1E,FU-1F,4406,5628,19483,4386,56476.187,CA-16,CL-16,13697,TA-1
2151,38089.73,CO-3,34995,DO-F,RA-29,FU-13,5871,744,36071,10049,15422.3385,CA-18,CL-F,4831,TA-1
2152,51124.36,CO-E,40949,DO-7,RA-1C,FU-4,7092,755,20899,7249,62712.7841,CA-2C,CL-26,14385,TA-4
2153,66385.08,CO-D,43190,DO-0,RA-5,FU-14,6519,8263,8776,4541,68243.2499,CA-7,CL-7,4688,TA-2
2154,53650.09,CO-5,41767,DO-C,RA-17,FU-1E,5732,6054,17643,9136,40165.2309,CA-1,CL-0,13760,TA-1
2155,46701.02,CO-C,34458,DO-B,RA-10,FU-1B,5905,8139,23500,7713,84627.7686,CA-1C,CL-2,5944,TA-4
2156,44529.28,CO-13,41975,DO-12,RA-1E,FU-1F,4827,9136,8674,6836,6713.5093,CA-11,CL-1E,474,TA-3
2157,63373.8,CO-F,40215,DO-8,RA-15,FU-19,5835,3145,5621,5205,63303.2345,CA-5,CL-2,3327,TA-0
2158,47423.3,CO-8,29365,DO-7,RA-3,FU-C,5037,9361,36210,9201,NA,CA-15,CL-13,10160,TA-1
2159,63531.54,CO-5,51508,DO-B,RA-D,FU-1A,5973,10080,17016,10226,33526.0059,CA-24,CL-4,4595,TA-3
2160,58888.84,CO-C,45069,DO-0,RA-1A,FU-11,4385,5499,28825,6601,NA,CA-6,CL-10,8779,TA-2
2161,38260.37,CO-1,45330,DO-10,RA-19,FU-4,3932,8912,16314,8236,13736.301,CA-10,CL-16,14433,TA-1
2162,66269.16,CO-F,37720,DO-6,RA-5,FU-19,2563,2102,36278,10046,NA,CA-29,CL-3,8261,TA-1
2163,51911.92,CO-F,53599,DO-6,RA-A,FU-F,5989,10247,36087,4970,3933.1703,CA-6,CL-1B,13588,TA-2
2164,62194.92,CO-C,43836,DO-4,RA-F,FU-23,4417,10427,30516,8831,51085.3474,CA-12,CL-B,13802,TA-2
2165,66486.57,CO-13,54017,DO-C,RA-1D,FU-13,4041,6181,13842,7756,NA,CA-2C,CL-C,4809,TA-4
2166,51702.09,CO-6,32093,DO-6,RA-24,FU-C,5556,5352,32211,7059,7651.8744,CA-10,CL-E,5716,TA-0
2167,69367.1,CO-14,39671,DO-7,RA-9,FU-23,5741,10640,13019,7976,81208.5381,CA-1,CL-8,8440,TA-4
2168,75513.86,CO-1,54203,DO-11,RA-B,FU-23,8184,6270,29857,8976,61895.0401,CA-23,CL-16,9992,TA-4
2169,62994.9,CO-C,33899,DO-7,RA-0,FU-9,5353,9618,30545,12217,61007.3078,CA-11,CL-F,11507,TA-2
2170,40470.86,CO-D,39492,DO-2,RA-12,FU-12,7124,5826,2987,11355,78979.8621,CA-4,CL-20,5240,TA-0
2171,42722.15,CO-9,41711,DO-A,RA-9,FU-15,5202,2873,3718,12211,71707.0001,CA-2A,CL-E,12503,TA-2
2172,50380.52,CO-8,42559,DO-C,RA-9,FU-12,6356,2250,25945,11498,NA,CA-26,CL-D,9684,TA-1
2173,46153.57,CO-9,41783,DO-12,RA-20,FU-4,5753,690,4187,7799,4869.4412,CA-25,CL-20,12023,TA-2
2174,50671.58,CO-11,33200,DO-9,RA-23,FU-B,6041,4038,13850,8993,1452.5208,CA-24,CL-5,10459,TA-1
2175,58853.36,CO-B,42879,DO-2,RA-12,FU-B,6783,356,4042,8737,75247.629,CA-8,CL-13,997,TA-2
2176,37100.56,CO-F,29428,DO-2,RA-E,FU-13,7009,8953,10156,9707,69037.6496,CA-19,CL-10,720,TA-2
2177,61230.06,CO-2,45053,DO-D,RA-25,FU-13,6121,2105,12466,8953,41110.1063,CA-1F,CL-4,565,TA-2
2178,40434.24,CO-E,32053,DO-F,RA-20,FU-8,4067,2347,8165,5989,NA,CA-E,CL-11,11671,TA-1
2179,55216.06,CO-0,41887,DO-12,RA-9,FU-A,6507,7982,34008,8157,8370.876,CA-C,CL-1F,11456,TA-1
2180,57831.18,CO-3,36903,DO-7,RA-A,FU-15,4794,8289,1076,10868,44829.1607,CA-19,CL-5,7731,TA-1
2181,26642.4,CO-E,30188,DO-9,RA-18,FU-2,6077,7917,3645,9283,10801.0241,CA-1C,CL-1,3997,TA-1
2182,51034.5,CO-C,33184,DO-5,RA-1E,FU-16,5307,6159,8225,6473,74827.9397,CA-8,CL-21,2760,TA-2
2183,46528.29,CO-1,42096,DO-0,RA-D,FU-8,5494,2928,23918,5684,53417.1039,CA-13,CL-0,9420,TA-0
2184,58148.57,CO-8,40673,DO-D,RA-7,FU-20,4066,1992,15292,9028,5239.509,CA-17,CL-22,8685,TA-0
2185,36355.43,CO-13,39479,DO-8,RA-9,FU-5,7660,5493,5528,11852,14584.3193,CA-1,CL-12,579,TA-0
2186,76392.4,CO-13,29422,DO-10,RA-20,FU-10,5623,3617,24506,8919,56857.0339,CA-1E,CL-3,3859,TA-4
2187,27783.28,CO-7,43609,DO-B,RA-9,FU-3,4778,3711,11410,6425,57414.6407,CA-2,CL-3,9035,TA-0
2188,44934.15,CO-13,41120,DO-4,RA-3,FU-3,6316,1446,10571,7333,60030.3196,CA-0,CL-3,8435,TA-1
2189,61897.72,CO-C,38764,DO-4,RA-1F,FU-29,6632,2510,24409,8550,9226.169,CA-14,CL-D,10263,TA-1
2190,57666.84,CO-5,36402,DO-2,RA-6,FU-1D,5577,5657,4603,11497,39950.8171,CA-1,CL-2,9230,TA-0
2191,70448.7,CO-10,35145,DO-4,RA-1A,FU-1B,5087,7607,19407,9881,18823.1425,CA-6,CL-D,12347,TA-1
2192,48980.04,CO-1,38488,DO-F,RA-12,FU-25,4663,3580,12187,6329,NA,CA-2B,CL-1,10765,TA-3
2193,58890.88,CO-C,28800,DO-1,RA-C,FU-22,6305,9992,23785,12514,4255.4057,CA-3,CL-F,5689,TA-0
2194,61306.39,CO-5,43380,DO-9,RA-1C,FU-21,6075,9761,30728,8112,14762.5071,CA-2B,CL-4,5434,TA-2
2195,71420.53,CO-E,46019,DO-D,RA-8,FU-A,5831,5683,26231,4632,NA,CA-2B,CL-A,5357,TA-3
2196,49361.51,CO-14,35737,DO-12,RA-27,FU-25,5937,4295,22411,10718,39566.4847,CA-23,CL-C,8342,TA-4
2197,65514.94,CO-C,44271,DO-E,RA-F,FU-6,5667,1844,22251,4847,33050.8182,CA-6,CL-21,14309,TA-3
2198,58741.31,CO-13,36661,DO-E,RA-25,FU-6,7318,4382,13603,6451,62443.2035,CA-1,CL-25,4980,TA-4
2199,37729.45,CO-E,29879,DO-3,RA-1E,FU-29,5934,6786,4264,9572,17875.0876,CA-1C,CL-5,1282,TA-0
2200,49880.75,CO-C,55216,DO-B,RA-3,FU-A,4285,9316,35916,6720,80602.1734,CA-29,CL-1F,10579,TA-4
2201,45072.51,CO-4,35492,DO-0,RA-16,FU-14,5505,1700,3875,6649,62843.5404,CA-23,CL-9,14351,TA-0
2202,61663.39,CO-5,21036,DO-7,RA-23,FU-21,5404,3449,17597,1333,40311.1327,CA-21,CL-26,8471,TA-1
2203,24343.45,CO-7,41424,DO-5,RA-20,FU-3,4912,3887,23730,7112,25482.3016,CA-20,CL-1A,12869,TA-1
2204,54513.32,CO-3,39122,DO-2,RA-22,FU-24,5630,9322,18711,12630,46640.0026,CA-1C,CL-12,8711,TA-3
2205,40175.96,CO-D,37654,DO-4,RA-13,FU-1D,5244,6453,19674,5022,35956.4373,CA-12,CL-18,3312,TA-4
2206,47917.6,CO-5,31359,DO-C,RA-4,FU-2A,4784,4997,29452,7936,36380.3414,CA-23,CL-1A,8275,TA-1
2207,48790.2,CO-12,33919,DO-12,RA-18,FU-E,6062,2367,28627,6157,38701.7559,CA-23,CL-1E,8112,TA-2
2208,41856.96,CO-E,38358,DO-C,RA-1,FU-1D,6273,3871,27643,3106,54936.836,CA-22,CL-13,8956,TA-3
2209,63440.3,CO-5,46087,DO-D,RA-1F,FU-8,7478,4152,13644,8663,NA,CA-27,CL-A,3002,TA-3
2210,53408.64,CO-C,47922,DO-E,RA-8,FU-23,5709,6751,5791,13649,44165.9599,CA-6,CL-9,12977,TA-1
2211,50376.57,CO-3,45472,DO-6,RA-0,FU-20,8042,5436,1143,7495,35868.198,CA-2B,CL-1F,1558,TA-2
2212,52010.97,CO-A,43102,DO-B,RA-6,FU-C,4753,1892,35691,9197,25921.9326,CA-1E,CL-15,5116,TA-1
2213,46876.77,CO-E,24031,DO-0,RA-F,FU-15,4712,2345,29858,9314,NA,CA-1C,CL-20,4736,TA-0
2214,60053.82,CO-8,44568,DO-F,RA-E,FU-29,6020,8963,30686,8947,79177.4737,CA-28,CL-23,2144,TA-4
2215,54871.53,CO-11,27980,DO-D,RA-24,FU-11,3536,7188,9685,12756,58078.6493,CA-A,CL-10,2834,TA-3
2216,51378.62,CO-14,28372,DO-1,RA-A,FU-2,4566,7225,28537,11646,49044.7658,CA-11,CL-C,7275,TA-1
2217,46035.45,CO-10,37920,DO-4,RA-C,FU-24,3254,1327,21230,8552,53626.9491,CA-29,CL-8,12365,TA-1
2218,51770.98,CO-E,43202,DO-1,RA-1F,FU-8,3463,2042,13461,7906,85182.9845,CA-2D,CL-2,8533,TA-3
2219,43113.72,CO-F,25725,DO-8,RA-A,FU-20,7152,284,9301,6720,49257.051,CA-10,CL-13,4258,TA-1
2220,66486.77,CO-C,40021,DO-D,RA-18,FU-21,5165,8230,35287,8627,NA,CA-3,CL-1E,13177,TA-4
2221,34654.33,CO-D,50852,DO-3,RA-14,FU-A,5550,1743,25830,10754,24016.2811,CA-1E,CL-18,7346,TA-0
2222,48545.31,CO-10,29602,DO-9,RA-4,FU-1D,4167,9574,23730,5610,83206.4698,CA-F,CL-15,12447,TA-3
2223,32982.05,CO-4,51026,DO-9,RA-19,FU-1C,5765,5760,3230,8126,59942.2129,CA-20,CL-24,2705,TA-3
2224,42312.84,CO-C,53453,DO-3,RA-11,FU-C,2723,3149,30775,5008,23981.0711,CA-20,CL-F,1945,TA-2
2225,59299.44,CO-0,30375,DO-1,RA-1A,FU-24,3114,8949,15512,11236,36190.3776,CA-28,CL-1B,7820,TA-2
2226,40524.63,CO-7,27731,DO-7,RA-11,FU-15,4295,949,15279,10612,32309.9063,CA-25,CL-1,13677,TA-0
2227,65092.72,CO-B,32111,DO-1,RA-23,FU-1B,5990,4180,32757,11196,48390.4925,CA-16,CL-22,983,TA-3
2228,64565.47,CO-B,22750,DO-A,RA-26,FU-12,6087,883,18000,11277,62855.5192,CA-1,CL-15,12814,TA-2
2229,39148.83,CO-1,36172,DO-C,RA-28,FU-1E,5363,7008,27473,10632,42398.3702,CA-2A,CL-1E,8745,TA-3
2230,51721.92,CO-6,48058,DO-8,RA-29,FU-20,4555,1771,24262,10683,84780.8525,CA-24,CL-6,10795,TA-4
2231,55846.87,CO-5,34622,DO-3,RA-13,FU-27,4447,1501,3163,5345,45007.6953,CA-1F,CL-F,14032,TA-3
2232,46196.86,CO-E,20519,DO-F,RA-20,FU-1C,3008,6402,17831,4844,44995.218,CA-25,CL-26,13265,TA-3
2233,50836.5,CO-6,26084,DO-8,RA-24,FU-E,6865,9045,20206,7392,3985.1026,CA-4,CL-9,13523,TA-0
2234,61251.86,CO-B,49548,DO-0,RA-17,FU-7,5695,9011,24787,9744,40432.3105,CA-23,CL-6,4959,TA-3
2235,49370.44,CO-B,31238,DO-10,RA-D,FU-27,7081,819,34962,9801,81962.2441,CA-26,CL-21,3491,TA-4
2236,35074.03,CO-A,29315,DO-A,RA-10,FU-1C,3693,3961,36918,11193,6224.2102,CA-1F,CL-1F,3255,TA-0
2237,44939.68,CO-9,50074,DO-7,RA-17,FU-23,6797,5310,29174,8234,80440.8951,CA-7,CL-26,6314,TA-4
2238,55044.79,CO-C,43091,DO-10,RA-13,FU-E,5340,10388,14138,7142,34287.7016,CA-14,CL-14,13920,TA-4
2239,19703.44,CO-D,44999,DO-0,RA-17,FU-15,6599,3444,31255,9237,NA,CA-1C,CL-17,6620,TA-2
2240,54064.94,CO-4,55987,DO-E,RA-1D,FU-20,6192,700,16458,8702,30664.1024,CA-5,CL-1A,9390,TA-2
2241,69131.21,CO-1,43601,DO-10,RA-8,FU-1E,7185,1832,22871,9320,51903.2025,CA-29,CL-D,7483,TA-3
2242,49170.28,CO-7,37728,DO-0,RA-9,FU-13,5767,4734,23666,9630,72293.2473,CA-23,CL-14,14213,TA-2
2243,53970.15,CO-0,41676,DO-4,RA-2,FU-2B,6451,8597,28159,7844,52732.2915,CA-2A,CL-22,8610,TA-2
2244,49791.02,CO-2,42798,DO-6,RA-1B,FU-2A,2392,231,20163,7437,28386.4079,CA-10,CL-6,10894,TA-0
2245,65614.32,CO-11,29606,DO-B,RA-1A,FU-12,5756,9145,12035,10058,62735.2381,CA-B,CL-22,3008,TA-4
2246,38787.2,CO-7,40425,DO-4,RA-24,FU-1E,6909,634,36027,6172,67944.9864,CA-1E,CL-17,12120,TA-2
2247,70263.62,CO-8,45117,DO-A,RA-0,FU-D,5216,3507,34859,6094,46530.8036,CA-B,CL-26,1121,TA-2
2248,62259.65,CO-D,48224,DO-B,RA-0,FU-1A,6974,245,13127,4754,6518.6847,CA-1D,CL-9,10474,TA-1
2249,36306.14,CO-9,47332,DO-C,RA-26,FU-D,5871,5100,7326,10537,14294.0433,CA-18,CL-E,1292,TA-2
2250,58926.67,CO-12,49373,DO-F,RA-5,FU-3,4865,3006,21630,8103,68756.561,CA-12,CL-12,3807,TA-4
2251,37332.28,CO-B,47530,DO-F,RA-11,FU-11,5545,1008,14714,8302,55477.8775,CA-23,CL-24,1539,TA-4
2252,54175.7,CO-10,42520,DO-3,RA-21,FU-1A,9329,3428,26568,6462,4132.2815,CA-E,CL-1F,14058,TA-1
2253,24414.64,CO-7,42403,DO-5,RA-18,FU-23,3619,6795,23227,4559,43866.789,CA-19,CL-1D,13731,TA-0
2254,31089.33,CO-E,30666,DO-4,RA-1F,FU-20,3863,6410,31712,8177,NA,CA-11,CL-9,2665,TA-1
2255,52428.45,CO-D,45337,DO-9,RA-5,FU-E,6786,5771,20491,6003,58992.0851,CA-3,CL-F,636,TA-2
2256,60331.29,CO-A,38337,DO-6,RA-1,FU-15,6848,7566,26762,10855,68022.3551,CA-1B,CL-17,801,TA-3
2257,54958.2,CO-7,35905,DO-10,RA-28,FU-E,2604,4783,31221,6361,69219.4045,CA-20,CL-13,3941,TA-4
2258,54206.26,CO-7,33604,DO-2,RA-13,FU-28,7613,2756,27212,6813,11545.6757,CA-25,CL-11,11765,TA-3
2259,46447.51,CO-4,31806,DO-0,RA-18,FU-4,3380,8848,13013,8119,19430.3945,CA-28,CL-2,7431,TA-0
2260,47306.61,CO-10,52849,DO-12,RA-1A,FU-B,4135,4336,26502,4319,59140.8249,CA-2B,CL-23,8457,TA-4
2261,62125.24,CO-11,58524,DO-D,RA-13,FU-26,5852,1727,20186,7648,62700.2011,CA-27,CL-25,2379,TA-4
2262,35473.24,CO-F,15103,DO-3,RA-10,FU-9,4252,1576,20653,6177,38217.6106,CA-19,CL-1F,11296,TA-1
2263,33989.45,CO-B,41787,DO-4,RA-5,FU-29,5548,1408,35500,7844,4314.2511,CA-20,CL-1C,7903,TA-0
2264,55106.08,CO-10,47242,DO-B,RA-8,FU-E,5651,2330,6410,8776,6495.5085,CA-11,CL-1B,10123,TA-1
2265,37820.42,CO-9,24789,DO-A,RA-19,FU-3,3752,7747,5512,8969,NA,CA-7,CL-26,4370,TA-2
2266,54010.63,CO-7,39153,DO-10,RA-2,FU-7,7857,1377,1833,6682,73501.593,CA-1E,CL-9,7672,TA-3
2267,59861.77,CO-C,23534,DO-4,RA-4,FU-26,6556,7690,26657,10513,50762.5691,CA-1E,CL-0,11113,TA-1
2268,49613.97,CO-12,41375,DO-B,RA-1D,FU-1C,5094,4706,5832,10683,49467.4336,CA-18,CL-20,14334,TA-4
2269,41204.62,CO-1,41167,DO-4,RA-11,FU-28,5803,10009,9561,6675,NA,CA-11,CL-24,14159,TA-1
2270,48334.2,CO-5,33751,DO-8,RA-1F,FU-E,4569,9869,1671,10639,46871.8992,CA-2C,CL-4,909,TA-3
2271,53284.54,CO-6,20759,DO-0,RA-13,FU-19,5699,8768,36450,9512,61055.9934,CA-2A,CL-11,5260,TA-1
2272,59190.52,CO-12,34434,DO-11,RA-13,FU-A,4313,2044,25715,7146,20504.852,CA-12,CL-8,6309,TA-3
2273,43853.58,CO-12,42579,DO-7,RA-1D,FU-2A,7025,8434,17271,10654,65393.9978,CA-2B,CL-1D,5927,TA-4
2274,30288.18,CO-11,21949,DO-B,RA-17,FU-27,6577,2819,13742,9439,40555.5745,CA-4,CL-15,6724,TA-2
2275,54237.87,CO-C,38810,DO-F,RA-27,FU-1A,4751,5173,4803,8931,12683.2001,CA-2,CL-1C,12576,TA-1
2276,41988.55,CO-3,49151,DO-3,RA-25,FU-1B,8200,7162,19619,8615,NA,CA-18,CL-8,12386,TA-2
2277,63909.8,CO-14,40929,DO-7,RA-28,FU-24,6940,3340,27261,9692,32990.0917,CA-11,CL-4,6127,TA-3
2278,58022.3,CO-E,24480,DO-6,RA-1A,FU-18,5366,5780,12879,9951,39725.6502,CA-20,CL-17,8330,TA-3
2279,60714.41,CO-3,35473,DO-2,RA-12,FU-8,6265,670,17953,6189,34059.4508,CA-20,CL-2,1237,TA-2
2280,24475.65,CO-2,33323,DO-A,RA-14,FU-2B,3723,4462,31997,8571,50875.1997,CA-C,CL-14,440,TA-0
2281,49783.02,CO-5,39477,DO-2,RA-1C,FU-8,3793,3927,11402,10985,31281.2266,CA-23,CL-16,12766,TA-2
2282,60322.02,CO-D,31112,DO-5,RA-1B,FU-23,4551,8486,27966,10426,8731.7886,CA-7,CL-14,6069,TA-1
2283,59134.81,CO-13,43704,DO-7,RA-D,FU-10,6769,435,12979,8266,7494.4534,CA-23,CL-15,13108,TA-2
2284,48929.62,CO-4,45574,DO-2,RA-19,FU-15,4349,10684,7481,8606,68881.9522,CA-22,CL-2,9382,TA-3
2285,44416.08,CO-11,18661,DO-6,RA-0,FU-D,3496,9111,19274,5722,78832.5017,CA-13,CL-7,11716,TA-2
2286,69044.15,CO-7,37906,DO-11,RA-10,FU-12,4552,5034,13109,8512,NA,CA-1D,CL-16,9251,TA-3
2287,44610.54,CO-5,34842,DO-E,RA-E,FU-5,3088,10447,11267,8170,43039.2075,CA-21,CL-24,5866,TA-3
2288,61043.86,CO-3,56873,DO-5,RA-25,FU-25,5659,5387,3496,5737,NA,CA-1A,CL-2,5218,TA-0
2289,60465.31,CO-14,31499,DO-7,RA-3,FU-5,6364,6382,776,7130,40895.374,CA-12,CL-3,14270,TA-2
2290,55708.06,CO-7,28832,DO-3,RA-27,FU-0,6524,4837,19438,4620,49865.6282,CA-8,CL-2,2427,TA-0
2291,45827.05,CO-3,38659,DO-4,RA-1C,FU-21,4616,5792,26902,10198,33050.5928,CA-2B,CL-9,7246,TA-2
2292,52659.83,CO-14,26161,DO-11,RA-A,FU-11,4901,247,34608,8872,75267.8624,CA-21,CL-11,8664,TA-4
2293,43328.27,CO-8,34977,DO-F,RA-D,FU-1E,6123,2037,4233,8359,79697.1045,CA-3,CL-9,11686,TA-2
2294,60437.36,CO-0,30081,DO-10,RA-2,FU-7,5404,7002,33680,8043,NA,CA-2A,CL-14,10119,TA-3
2295,57837.18,CO-F,32228,DO-B,RA-29,FU-22,6973,7178,7523,12600,69808.2423,CA-1E,CL-3,12466,TA-4
2296,45920.15,CO-D,33291,DO-3,RA-B,FU-3,5777,10432,13630,9553,21369.597,CA-1F,CL-6,4468,TA-1
2297,45824.96,CO-8,43746,DO-12,RA-4,FU-F,6734,444,10305,6661,39813.9587,CA-1F,CL-17,6477,TA-2
2298,71280.15,CO-9,32829,DO-B,RA-10,FU-26,5511,939,36743,10870,NA,CA-C,CL-D,13698,TA-0
2299,64399.44,CO-B,30633,DO-B,RA-25,FU-22,6435,299,18399,9925,34591.8125,CA-25,CL-A,2628,TA-3
2300,57282.01,CO-D,28498,DO-F,RA-15,FU-F,5219,2303,33808,11056,84656.3088,CA-2,CL-7,4297,TA-4
2301,33139.25,CO-8,42077,DO-E,RA-E,FU-8,4777,746,23228,9222,48658.6631,CA-23,CL-5,4047,TA-1
2302,42076.46,CO-12,29521,DO-11,RA-8,FU-1C,5366,8390,26697,7352,47313.775,CA-1C,CL-26,11021,TA-4
2303,39468.12,CO-B,48134,DO-7,RA-3,FU-4,6022,5154,12886,8240,16753.0902,CA-3,CL-9,12592,TA-0
2304,54184.79,CO-12,46097,DO-11,RA-2,FU-29,4266,7093,26435,7150,17303.6839,CA-B,CL-D,10761,TA-2
2305,71609.6,CO-14,35715,DO-4,RA-22,FU-16,5144,9864,6270,8560,44113.2107,CA-14,CL-1A,1187,TA-4
2306,67332.96,CO-C,38960,DO-1,RA-1E,FU-C,5053,6637,20399,6294,62454.2061,CA-22,CL-A,2273,TA-3
2307,63487.15,CO-7,38592,DO-C,RA-2,FU-15,5679,2903,5637,5645,20680.5589,CA-12,CL-16,8287,TA-1
2308,68493.67,CO-7,48773,DO-2,RA-6,FU-2B,6702,6514,16514,8066,13807.0685,CA-1A,CL-24,2650,TA-1
2309,51170.93,CO-C,39782,DO-3,RA-1C,FU-D,4774,3600,7777,8861,6266.4273,CA-19,CL-17,13270,TA-0
2310,37435.78,CO-E,41259,DO-F,RA-20,FU-A,5371,1827,30055,7922,7252.8726,CA-23,CL-6,8726,TA-1
2311,55876.58,CO-F,34986,DO-2,RA-D,FU-28,5232,9370,29485,10786,68878.5606,CA-1,CL-5,4407,TA-1
2312,55730.17,CO-14,59214,DO-B,RA-13,FU-14,4418,827,24776,10835,NA,CA-2A,CL-1C,7086,TA-1
2313,77412.56,CO-A,54140,DO-11,RA-F,FU-B,4076,10782,10350,8220,26050.6646,CA-5,CL-14,1203,TA-3
2314,53104.81,CO-2,33823,DO-4,RA-F,FU-17,3686,4967,18802,12291,59202.9482,CA-2D,CL-E,8629,TA-0
2315,56962.23,CO-9,52036,DO-B,RA-4,FU-18,5822,4018,12978,10918,34425.611,CA-7,CL-1B,8076,TA-1
2316,33060.77,CO-7,39895,DO-1,RA-1B,FU-27,3377,8959,24344,7580,24339.5799,CA-25,CL-20,1972,TA-1
2317,48338.38,CO-5,21607,DO-8,RA-1E,FU-8,5904,9910,21369,8942,44260.7425,CA-1D,CL-A,8413,TA-2
2318,52623.01,CO-D,37707,DO-E,RA-27,FU-22,5052,3717,19306,7112,70923.5678,CA-17,CL-19,9155,TA-4
2319,60834.29,CO-A,42560,DO-D,RA-10,FU-10,6599,9940,7961,10901,NA,CA-B,CL-B,7906,TA-1
2320,61400.15,CO-0,22525,DO-A,RA-12,FU-12,3508,6121,10909,11522,41975.0042,CA-20,CL-4,12961,TA-0
2321,48085.52,CO-7,41526,DO-0,RA-D,FU-5,5165,2664,25621,8054,75959.6278,CA-21,CL-21,14276,TA-3
2322,45925.3,CO-3,59863,DO-A,RA-1B,FU-14,5900,10077,36487,9448,NA,CA-1C,CL-14,7278,TA-4
2323,44751.0,CO-3,39257,DO-D,RA-20,FU-D,6887,5812,8670,7018,NA,CA-F,CL-B,14186,TA-1
2324,72224.51,CO-10,34939,DO-11,RA-1B,FU-15,5284,1682,30989,11166,56599.7172,CA-12,CL-12,10936,TA-4
2325,48109.21,CO-C,27892,DO-4,RA-23,FU-25,7424,630,2350,7324,44680.6615,CA-22,CL-9,1512,TA-1
2326,52169.67,CO-11,29222,DO-B,RA-5,FU-11,2990,792,4147,9191,9473.7829,CA-1A,CL-21,13734,TA-0
2327,61789.1,CO-5,52848,DO-8,RA-25,FU-B,5112,2640,12349,4423,65755.7191,CA-12,CL-B,9687,TA-2
2328,48227.97,CO-4,37132,DO-11,RA-13,FU-1E,4533,9459,33073,10879,47111.0482,CA-7,CL-C,7266,TA-0
2329,32292.33,CO-5,32760,DO-10,RA-1C,FU-27,5856,3079,31966,7786,26556.6131,CA-A,CL-19,9763,TA-1
2330,29369.5,CO-5,46569,DO-12,RA-1E,FU-16,5050,6838,9612,8487,67668.6517,CA-1A,CL-19,13446,TA-4
2331,75667.25,CO-F,27744,DO-D,RA-14,FU-2B,5271,3648,15466,10623,17475.5765,CA-18,CL-1F,3330,TA-0
2332,49688.74,CO-6,27634,DO-D,RA-7,FU-23,5203,2667,9091,4331,6548.9129,CA-9,CL-1A,11692,TA-0
2333,66981.23,CO-F,55031,DO-9,RA-5,FU-15,5671,6677,19711,7271,7508.4975,CA-2D,CL-20,2273,TA-3
2334,47987.19,CO-A,29693,DO-1,RA-D,FU-16,3618,5220,31396,8352,20807.1566,CA-28,CL-5,14508,TA-0
2335,52739.56,CO-D,38057,DO-4,RA-E,FU-7,4236,6397,19704,8323,68315.785,CA-2D,CL-0,5538,TA-2
2336,42540.18,CO-7,51276,DO-C,RA-22,FU-17,7278,8146,821,4097,40307.7411,CA-A,CL-1A,5378,TA-2
2337,46566.46,CO-1,42887,DO-A,RA-E,FU-E,7213,9291,23102,7759,28075.1517,CA-7,CL-E,12303,TA-1
2338,61720.61,CO-5,29488,DO-A,RA-6,FU-9,6077,999,25587,9005,29396.2971,CA-9,CL-23,13038,TA-0
