id,distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
884,6260,11960.2623,10961.34183,33266.51774,47728.4781,38463.5522,14034.38938,RE-3,4092,IT-C,70107,20374.541,15147,15421,1456,1.9162533079366313
885,6041,16300.613,7361.34887,21232.22069,52698.2756,34517.4456,15487.23315,RE-C,3483,IT-2,33407,26568.749,14640,8413,1385,-29.680701936288216
886,5678,16900.5398,15686.75908,4687.542,61873.4497,45604.9796,50119.77667,RE-A,2556,IT-A,31589,32147.584,16672,15637,1621,35.389778640882945
887,6436,18072.9853,8860.43565,46166.89353,35991.3877,16260.0365,22861.44974,RE-C,1013,IT-1,22187,37999.693,31510,15057,759,-18.189307786715617
888,4088,1679.5175,5163.53679,58029.43106,52098.8924,40393.701,38601.01537,RE-E,4558,IT-0,39350,23453.12,16842,9912,954,-59.9574277711109
889,5923,16260.2824,29944.2991,30714.67398,42825.6132,41455.3893,29666.94106,RE-4,2646,IT-A,52040,26257.902,33049,27855,993,-20.423457803986157
890,4397,16572.589,37927.52653,10075.12972,45723.4792,34783.483,29989.50193,RE-0,3497,IT-13,59414,28837.661,31921,15158,1336,-629.2665225815776
891,5273,15366.3981,42147.91175,4434.70622,29078.8339,31877.6333,50695.07411,RE-9,2851,IT-A,62540,32053.51,34145,15728,1641,75.00192743302269
892,5745,1867.4953,31244.9972,14373.12349,49428.7927,25233.7941,33147.92602,RE-10,2666,IT-12,57137,23575.726,14441,19106,1625,5.805567913231355
893,6314,10355.9529,29258.85677,57718.91518,43719.0324,4561.3887,30612.51776,RE-11,1194,IT-B,31321,26376.792,34494,18147,1591,-127.48341023073698
894,5308,9739.9418,32297.21572,32237.84544,42705.5519,22824.3698,8001.00139,RE-6,3243,IT-7,39345,15838.837,31609,20230,1145,-30.08331696974765
895,6082,7997.124,31009.8528,51737.39264,39403.1358,46819.4015,39828.01456,RE-B,2326,IT-12,58460,29061.172,979,15928,1163,14.065337985162415
896,5425,5611.4371,8765.10761,13611.59286,56468.6824,36163.5681,27623.07055,RE-8,1025,IT-13,37050,29533.069,11130,13808,1385,-12.14418957532986
897,6469,16029.8367,30231.06966,37387.09694,38754.6794,37086.7386,42181.23173,RE-C,632,IT-0,43248,21269.586,31853,13681,1553,19.91129884709668
898,5710,11110.0632,37840.47157,54332.15091,53534.2765,9196.2974,13517.64883,RE-0,4786,IT-8,46827,30515.873,5398,19889,1468,1.6101547084015189
899,3804,2834.9453,12463.50656,36349.61575,34202.7616,42920.2769,41105.87799,RE-1,2626,IT-7,26531,25586.283,14804,20291,1595,0.15844928334073582
900,5733,5297.6275,30894.46901,52234.78006,48768.0773,28289.0278,37556.68708,RE-1,2716,IT-8,55452,13282.688,1753,19851,1493,-16.497786761276753
901,3778,11374.0635,3367.3229,23659.06819,40547.9732,46616.9101,5419.51871,RE-9,3435,IT-F,46438,29202.496,12422,13903,1844,11.702646964596436
902,5008,14198.0728,17971.66822,9557.76021,31291.0481,39832.8761,21915.53038,RE-F,2107,IT-2,64774,23104.648,9727,12951,1084,-20.403283640837685
903,6196,4960.1532,27531.63276,5412.99694,68071.2915,44024.1737,39480.65966,RE-A,4137,IT-12,45233,22544.783,12578,22474,1087,-7.203694273351155
904,2938,12301.5036,8865.72249,1467.24511,49116.6137,28034.4572,22360.77637,RE-7,3478,IT-11,68580,24728.357,9321,12991,1397,8.890390281627836
905,6589,8920.4259,43541.91996,1933.40311,35713.6277,51362.3435,29850.05042,RE-3,2299,IT-3,32424,28003.454,34045,13891,1381,-318.2730248619783
906,4711,1397.5446,37223.59092,22842.01888,43735.3157,56205.2972,470.0,RE-10,3343,IT-D,35791,39348.011,27187,17588,935,-30.65303123579607
907,1650,17445.9892,32567.14881,5664.44148,56901.9993,35389.2672,35596.9734,RE-D,1510,IT-8,40505,39476.172,9759,11579,1635,29.906984578553537
908,5678,5893.1191,21363.88624,49096.71846,68778.819,38052.0844,26816.91774,RE-4,1126,IT-6,28506,35874.954,31145,13435,1282,-19.79619088237292
909,3001,11678.2575,28161.01944,19718.50503,38969.4549,26996.5344,39912.5261,RE-A,1202,IT-11,63602,28867.64,30391,5335,1318,22.012091342355227
910,6030,3698.8679,22967.81644,9427.97992,34146.5754,45234.3858,38077.99367,RE-4,3627,IT-12,30161,33475.979,14236,22283,1045,3.988414050133566
911,3463,10560.5424,7726.38227,29380.00825,3818.9621,27022.6327,22418.50348,RE-4,1984,IT-C,62465,22822.887,11565,14200,1421,11.878692799362721
912,3940,14219.8012,40164.06178,31204.24892,56032.9948,40620.5107,26376.80497,RE-A,1469,IT-10,49259,23509.926,11718,13554,1376,3.401374457592402
913,5449,2537.4162,35288.63369,34651.03471,39582.4772,27658.436,28243.34223,RE-11,2135,IT-A,28080,21244.677,7640,11573,1509,-15.583640187891628
914,6789,9506.557,24093.30177,17392.1276,38492.568,41013.8631,38762.52521,RE-11,2307,IT-0,35005,19432.462,32993,17157,495,-48.49840240117534
915,5401,1788.1293,39031.91892,20659.83088,53807.7098,46452.3328,12974.61519,RE-7,2353,IT-12,41229,28320.718,8785,19708,1654,-1.3491834877439142
916,5759,7854.3103,34050.70403,54952.59809,34648.4056,43922.0002,21322.47834,RE-F,3968,IT-8,41399,28466.212,5470,8822,1794,0.9276464113201346
917,5308,4680.7768,5089.29615,49671.73452,40006.2362,33329.7237,33412.38038,RE-0,2010,IT-6,54369,15651.81,20212,22332,926,-38.07752491330664
918,3249,3923.9847,4770.03937,21893.61934,33108.1477,46036.4306,22540.2386,RE-B,948,IT-C,35819,33176.281,24866,10295,1514,-9.142505109438467
919,8212,6258.5308,30197.67822,16596.30233,50087.5252,32095.8673,35540.665,RE-6,2286,IT-7,43748,35978.074,28715,10341,1568,13.857170782973004
920,5971,16209.3086,41671.3748,25000.02268,51775.9631,35887.9214,25914.25317,RE-D,4133,IT-C,37039,NA,31791,17770,1632,29.2760746381601
921,5025,4511.4141,23530.03998,43896.67804,48546.6678,45873.1776,25677.37841,RE-F,1179,IT-10,40104,26154.677,5111,21356,1414,-12.151803917702852
922,5699,9987.6287,23663.40157,43761.54606,60810.8294,41498.2208,34501.3691,RE-5,2130,IT-5,44275,23463.758,25279,15147,1008,-21.547515307322296
923,6741,6389.5985,7404.85445,19627.38881,45135.3472,22670.5712,43525.28294,RE-C,1691,IT-6,49068,NA,29358,14974,1287,6.294335147569491
924,3441,14177.5637,32966.84901,3359.08664,34054.3798,26239.6323,34302.1037,RE-6,1265,IT-D,28338,36771.418,33477,17675,1326,24.270263192515475
925,5992,16245.8881,29963.8132,30742.62368,49307.4856,20986.2297,48569.9469,RE-3,2898,IT-3,61360,29031.519,10164,19817,1389,28.327356564269834
926,4488,15766.4221,17113.45175,40585.55478,44653.7106,38998.5875,34827.28602,RE-D,4445,IT-0,120,31232.006,32921,29628,1414,14.788130395501312
927,4462,15074.3133,5756.80077,60141.17696,39330.1456,47852.7313,37034.96135,RE-8,1509,IT-10,32564,25282.649,25596,17368,1171,14.720150210692768
928,6930,3480.9892,4553.57378,6743.84964,48201.0603,60958.8581,34463.98212,RE-9,1650,IT-E,53138,NA,6609,9957,1576,21.61059805175345
929,6234,1264.2326,30484.57545,33503.05526,68557.2668,43564.8593,13010.16813,RE-1,3501,IT-E,72754,27539.036,25626,22001,1520,9.928084669799356
930,7241,12134.3905,24063.78693,41949.11548,19693.8492,38937.2257,9324.52063,RE-A,1955,IT-1,39407,30409.264,756,11750,919,-47.48131870892408
931,3913,13518.0976,30949.25201,33608.35508,40400.3688,33960.0539,27129.51481,RE-5,3292,IT-4,54721,40154.968,24991,22267,1525,48.15897471343493
932,3206,17468.0139,11975.47163,5374.7225,50282.9101,46903.1782,37567.19328,RE-E,4042,IT-4,49262,33080.838,1590,19471,1604,32.37205687819509
933,5655,15092.2483,3920.99239,48694.46008,44296.9929,34291.5951,25621.64561,RE-3,2613,IT-B,11957,20284.748,23868,15954,1667,-2.0683260880379564
934,7042,2695.3147,8594.99892,25764.92458,16625.0223,45998.1283,32784.19334,RE-B,4123,IT-12,81936,25889.335,770,4128,1351,12.598514720778931
935,4311,17910.5335,16098.02198,38226.13509,43541.3791,41531.0912,41480.86254,RE-D,4577,IT-C,33203,22217.844,26019,20187,1308,24.087231365260166
936,6042,15277.8282,14565.68869,60154.8609,45660.6501,47932.9324,52108.07492,RE-2,2507,IT-9,28084,27634.495,20731,17674,926,-0.12554652608253747
937,5736,16008.2474,2483.8003,20499.03403,32723.636,32741.7749,36774.63518,RE-C,1634,IT-10,62341,22595.27,32801,23676,1726,63.385624185057
938,6758,14986.335,37486.14081,11069.91515,44099.0311,20007.2553,26766.9675,RE-11,1012,IT-E,61776,24125.082,25814,12130,1488,41.0277938825602
939,3797,11133.9642,23502.64518,58867.04458,52565.8161,14824.3503,45009.81059,RE-3,4878,IT-1,27414,NA,5294,21605,1175,-24.72307562672308
940,3586,2582.0747,15577.58022,56638.74915,24081.277,34234.3773,18710.91561,RE-E,4482,IT-3,61077,20942.594,1851,14973,1151,-42.23719249703075
941,2707,4408.5152,33536.50707,32142.15778,16727.9277,33464.3175,38827.66214,RE-6,2919,IT-2,70699,13375.167,13567,16366,1616,6.947758829168601
942,7440,16765.0968,24620.50117,13722.16351,48929.0611,42118.4179,26659.68138,RE-8,4324,IT-12,64028,17724.248,6058,22805,1592,30.602016541375068
943,6622,16117.185,37207.3844,2289.42313,24099.8489,55515.3797,31108.14558,RE-0,2329,IT-B,34550,29895.127,34574,12389,1230,72.34859799753362
944,3427,18505.5114,4261.54599,13330.07279,45469.5619,15736.9661,53702.94313,RE-E,3488,IT-11,84031,30902.438,10508,22219,985,44.3284095058736
945,8159,11891.0711,1627.70555,55378.13639,34631.1073,34216.6879,19662.42679,RE-C,2180,IT-4,67354,21257.705,32867,16223,1178,-4.0221243317065944
946,6200,15285.4843,37478.01088,50878.62703,54112.8474,50518.2538,31942.45669,RE-C,1210,IT-8,61078,27081.487,19907,17576,1448,50.96363911590474
947,5925,15075.1298,3774.90442,3320.43601,53474.8029,31852.2139,19427.14151,RE-A,612,IT-8,28526,26415.905,17866,11835,910,-46.01408977882477
948,7815,11594.2489,4605.05641,13331.69103,44882.4108,41266.1449,15808.85076,RE-9,3002,IT-D,39077,18794.776,12482,18918,1358,-19.01003038739505
949,7744,7361.7288,18393.93085,5798.89442,16109.4907,21733.1857,48865.82165,RE-7,2664,IT-F,22534,25737.933,32131,10195,1355,7.522978463280992
950,3464,6190.291,7934.19543,33599.00523,48649.1405,35069.7023,52935.70997,RE-7,3948,IT-0,59425,30548.305,17935,14022,1123,-7.3834912632931085
951,6026,16917.2774,24539.90376,9073.62258,31448.6858,51916.8281,21640.29815,RE-9,1409,IT-10,36286,24396.428,16990,11990,1133,-8.990020898990126
952,5663,14621.2788,15413.6668,34797.00677,46871.3132,37652.7639,45332.7789,RE-E,858,IT-9,58833,25468.602,32416,14886,1327,29.655044842213293
953,5334,3066.4035,30323.16789,15950.81124,51563.7263,34383.7637,25042.58635,RE-6,4136,IT-4,52552,43792.094,20932,14111,1236,-1.6666396256693563
954,5157,15769.0233,10024.71219,32674.74988,32389.2605,30583.3102,29124.14577,RE-2,1713,IT-12,29697,21814.155,13458,11074,1186,6.806198586071406
955,4374,9382.9925,36505.96358,45593.42786,30145.7308,39114.353,26042.94169,RE-F,857,IT-3,55959,23834.274,14679,13761,1230,-13.871607615203063
956,5514,11955.8038,17521.67484,17039.85318,49274.7337,44373.3603,39681.93233,RE-10,3343,IT-D,41868,32028.981,12029,13652,1262,9.897480320658865
957,4456,1694.6178,3557.4823,5788.2867,58772.6932,37494.4174,38303.70041,RE-11,1844,IT-C,68532,NA,21048,10409,1518,-3.9371018896613252
958,5551,11330.3298,27377.34849,28141.89731,28163.5835,34437.1109,45004.99413,RE-6,4245,IT-1,76648,29750.612,21945,16069,1269,30.61463503836341
959,5910,16433.0531,24761.63176,59727.69474,44751.9961,50253.7327,29954.6098,RE-3,1306,IT-7,61214,25402.115,9797,19715,1980,-1369.6596257345511
960,4286,2777.4581,16953.13753,27880.34077,39161.0796,32025.8022,29869.0896,RE-3,2126,IT-13,48648,NA,10716,19397,1543,122.5245248456403
961,7832,10448.9591,38638.01589,27744.53502,45899.4337,49311.2059,27626.39583,RE-7,4787,IT-2,46193,24481.807,27655,19146,1562,1.3982285600726945
962,6612,14269.0347,18523.19436,14841.603,61842.7227,29503.8971,46443.9989,RE-10,3051,IT-13,59270,30070.489,28522,8349,1669,49.51643571167338
963,3086,4297.3201,4760.62128,31074.12762,38413.8124,31552.6355,19599.01283,RE-A,492,IT-9,19457,21187.679,33538,21544,1299,-29.64796792641657
964,4559,1922.6898,43090.81474,22621.90935,51912.5065,29705.1958,23957.60556,RE-A,903,IT-3,49586,19384.344,34405,17560,1333,-18.53148032735331
965,4870,14722.2867,36990.45844,49770.98601,44445.5689,34445.6388,25050.09631,RE-10,4736,IT-5,32700,25504.027,8043,18036,1608,7.58088892804429
966,4836,16229.0133,28769.72042,5565.77862,50585.1294,37270.9632,25973.24849,RE-2,3204,IT-12,22211,38215.395,27792,13759,990,4.724878744625245
967,7038,8682.8128,42284.26332,53328.8223,43773.7797,37877.4451,25316.47109,RE-5,2177,IT-B,37837,33115.313,29598,18089,1592,28.264464919901563
968,7192,8619.4914,39169.97477,52597.68196,31001.14,45350.8109,37742.73609,RE-6,1033,IT-11,55889,22344.634,3716,14905,1914,45.81838806958983
969,4657,8234.3131,31758.94644,27238.77645,22484.3999,29718.595,31333.47028,RE-D,2820,IT-11,54357,26126.472,2360,21094,1004,-14.661100970528272
970,7820,1688.8835,8746.27971,34399.50208,51939.5618,45502.2264,33493.39303,RE-3,3903,IT-10,3690,32219.371,15723,20459,1353,-10.883365762514902
971,5016,16433.6261,3607.06982,24419.92266,32539.6096,44779.1901,40424.91089,RE-A,4459,IT-5,59901,15464.769,10011,14011,1931,35.181235900210716
972,6472,9895.709,20766.05797,25323.54009,52509.3859,30141.214,36023.46167,RE-5,1730,IT-6,53075,NA,13379,15122,1030,-44.99091562927631
973,1964,18032.2812,42589.61099,47213.73059,43020.169,29204.8225,33036.86795,RE-10,3702,IT-4,64677,33823.5,14925,7881,1108,4.428693285527889
974,5884,3142.0975,32716.03184,49174.85607,51382.9074,26592.7301,28985.07641,RE-9,3735,IT-3,65857,25658.238,29783,21104,1051,16.62708158321296
975,4945,5747.5006,31461.39029,46477.49677,47450.388,32268.5001,43143.13766,RE-8,2696,IT-B,70868,NA,9444,6984,825,-26.050572567403957
976,1709,8477.9064,4817.37794,42403.2928,43695.5693,22203.0988,42393.84153,RE-10,904,IT-3,29803,27838.707,17629,13303,1486,-16.7210231212806
977,5237,16225.9545,10239.59378,41633.07193,46342.5578,28617.1392,18842.694,RE-5,2954,IT-A,41444,22989.997,7454,12944,1411,-12.3641007997502
978,4621,13422.3662,23802.98982,11334.13489,60938.5709,32303.5868,33881.01958,RE-D,764,IT-7,48564,23642.142,8511,14496,1630,1.452429911839774
979,4511,6588.4389,26146.66964,31296.26201,31581.0859,45809.7337,24566.11974,RE-7,1068,IT-E,49429,24830.819,1679,22689,1380,-3.9124306421413726
980,6242,8741.0295,35205.85672,16427.88542,40717.5406,45167.8496,10114.90552,RE-7,611,IT-A,45452,NA,4421,14069,2162,20.78827071997255
981,4656,8013.3035,5066.23736,10533.36452,38437.4937,25379.2074,24671.49702,RE-7,2962,IT-10,52574,22569.801,25593,10420,1073,-14.96591444934562
982,4780,9401.0877,5352.91868,44275.59454,35363.2895,57262.1796,24427.86353,RE-3,613,IT-C,66390,36451.1,12561,14791,1825,32.7323537982069
983,5622,12468.7844,2816.48536,61111.1577,56127.4602,38190.4194,34971.24269,RE-B,705,IT-10,54534,32869.167,30579,16609,1605,43.823676251471404
984,3314,6499.2131,24335.81361,36887.03085,47489.9365,15036.8349,26246.0537,RE-4,3127,IT-E,60757,25698.219,13452,10984,1068,-7.646049917542597
985,4863,16941.5497,34858.33456,52949.7266,50386.8383,34354.0312,28639.06578,RE-B,3647,IT-11,66407,29796.748,24384,15619,1819,71.5318691842477
986,3794,12683.8589,37227.99767,40813.87046,35111.0404,30574.642,32028.69106,RE-C,2546,IT-11,13205,35574.942,18718,17080,1461,13.60985035943067
987,2803,13593.262,9148.85946,11819.78962,24563.5905,49124.048,28028.46293,RE-10,452,IT-C,15830,27495.871,28084,24964,1569,6.291523813232182
988,4362,16821.1489,26760.02062,23734.56769,49154.755,26046.1703,41856.62553,RE-D,4637,IT-9,52846,28391.312,3592,14832,1311,11.868593948068742
989,5045,10935.4668,15057.0681,48096.1463,36153.4494,48147.833,33974.36886,RE-E,1629,IT-D,39937,40360.22,23672,8679,1045,12.985770643825857
990,5627,18562.7752,1459.34257,58107.76764,62189.758,40264.8811,27410.23047,RE-D,4548,IT-9,73611,NA,27577,17492,1325,35.87062890896019
991,4938,14469.2105,17733.21162,61219.99252,47789.7023,32252.9609,36491.79697,RE-8,3557,IT-C,44068,35603.958,12352,19756,1970,57.028380496623186
992,6030,3701.9409,42739.85626,44115.27013,58615.6053,28650.1234,40160.68972,RE-4,2317,IT-F,70570,22253.38,25370,13302,1367,10.692542101500251
993,3419,4133.657,38968.26776,56143.00706,49181.803,23262.3589,21180.92422,RE-11,2673,IT-E,51567,NA,10734,13470,1226,-18.515992691184344
994,5611,10868.0281,30298.45683,48802.649,66997.8768,16076.0167,23612.20719,RE-8,4325,IT-B,51665,NA,11125,11395,1072,-23.341731539733573
995,5937,13454.8996,16760.26169,56292.67589,40734.4735,23038.8413,32043.83245,RE-8,2042,IT-D,49125,27953.899,14094,21712,1703,19.150048707880586
996,6191,5519.5342,1137.9352,42300.08804,66704.0662,20543.2019,26738.43265,RE-9,4530,IT-0,93092,31584.95,7295,18921,1029,-5.714499769900927
997,3064,7727.5845,5428.56546,21920.29714,62538.5621,20890.4939,28996.31154,RE-A,875,IT-7,34059,37700.418,16064,11723,1220,17.64632121108136
998,1326,12957.143,17324.66198,10421.11018,34463.3404,40410.3224,29294.18176,RE-C,4599,IT-11,31852,34387.386,18478,16558,1345,2.977349033485837
999,6800,11665.6787,27926.99223,41135.67845,53427.5022,47002.0026,43818.28436,RE-4,4570,IT-11,52520,26274.27,14400,14713,1497,34.188027615833526
1000,5652,10355.6901,38170.67713,30749.11939,36469.6848,30167.1312,19901.89432,RE-11,2806,IT-2,24656,21177.294,20997,19573,1730,0.7038311685378353
1001,3619,12006.4743,6633.13447,61446.31972,28298.8532,54189.1537,20820.16323,RE-8,4802,IT-2,42910,23160.803,611,19136,1677,-7.0471509353878545
1002,8065,8896.6324,1006.29031,41865.60755,56010.9628,42326.2639,21697.40596,RE-2,3793,IT-2,28954,31911.616,24309,14058,1372,-24.015703565792702
1003,6084,8051.8582,28135.13667,47857.72536,51472.4406,31562.0297,31602.75803,RE-4,4664,IT-D,57182,21686.803,25019,13170,1843,20.015643188867344
1004,7718,9251.9671,36298.66324,46110.26874,34740.8175,19610.4855,47862.23064,RE-0,3849,IT-B,60961,34818.7,34431,12350,1142,30.664148222630455
1005,5969,12085.3845,6904.93682,27847.6174,44221.6903,25424.2069,36172.90385,RE-C,4479,IT-2,23262,28457.202,28287,11937,917,-40.334389659283055
1006,7416,6863.7026,11609.09889,21167.19575,59656.1497,11928.2628,38059.53998,RE-E,2132,IT-6,30085,28761.112,8232,11429,1321,-41.77290250551727
1007,3760,6074.5615,29920.67361,40278.98118,46351.1985,35851.2887,2014.96768,RE-6,1042,IT-6,60891,25933.272,22352,4857,1508,-26.986519562739957
1008,3891,17823.6623,13620.29999,27216.55527,16343.0918,17852.6232,33083.56662,RE-3,3106,IT-A,39493,NA,10583,17663,1492,-2.716488236164542
1009,6128,2953.1574,31750.97919,57178.2936,42307.9131,36198.1674,36398.56194,RE-10,2502,IT-0,40036,44301.588,23426,27060,1621,36.79763945237492
1010,5465,5459.1864,19361.98682,45500.804,51956.4872,45950.7674,28881.29991,RE-6,4859,IT-12,43249,30756.479,16707,11247,1391,-23.374754545005455
1011,4946,14226.432,25732.62209,60992.68732,24094.9603,39297.9579,30021.24636,RE-7,4593,IT-A,59179,25062.082,8654,8830,1210,209.64344911530833
1012,2832,9942.185,37782.46642,60910.52539,33101.6436,49565.8285,37052.72656,RE-6,3289,IT-10,54954,28438.375,12251,19329,1716,55.38930233446286
1013,6076,10223.2775,27002.61588,60917.86756,24686.1594,46760.3733,32195.73047,RE-2,4282,IT-6,50327,27968.947,24505,18758,1102,22.14906692872239
1014,7067,17479.0198,2247.70601,12291.48574,55468.0922,28789.2405,36433.8071,RE-E,4959,IT-4,44764,20471.576,21388,18869,1133,-11.723913550837768
1015,2831,2555.755,37492.16707,61172.96105,34259.4245,30418.4739,17429.1039,RE-B,3823,IT-1,24017,21335.466,29179,14520,1541,-27.977013835695992
1016,5450,17388.545,39691.22754,54159.53327,68209.7503,38889.9578,26346.03415,RE-9,568,IT-A,31049,26151.421,24931,9339,1444,-2.0889265925087432
1017,7493,4799.9571,35651.20721,14059.55518,27240.6254,43401.1577,39028.50934,RE-6,4331,IT-D,71050,24930.462,24063,15116,1200,23.388247939188567
1018,2584,7357.7936,43639.31973,14725.88693,60165.2509,46704.6337,32268.1891,RE-7,2223,IT-3,65357,25810.341,13837,8377,1479,7.385258481746201
1019,3761,4629.3144,3745.26472,38947.48564,45862.3482,34496.1085,37012.39178,RE-E,4020,IT-7,20958,NA,17588,12832,1118,-48.832530400334996
1020,5982,10497.2183,33732.1894,11568.5935,63366.6337,50470.0925,32741.50095,RE-4,2066,IT-2,72916,27471.008,14393,13377,1362,19.414221894784383
1021,2894,17391.0115,5523.74237,23726.99225,54645.8644,11834.3172,41602.216,RE-5,1072,IT-C,40354,26125.6,34143,25591,1194,16.348511843481226
1022,8226,9806.9085,35463.80804,45375.03853,76212.3765,52458.7877,37152.99365,RE-2,1704,IT-11,31864,34322.534,4196,8838,1242,-3.826413119734516
1023,5600,10856.6108,14338.92808,20697.67603,51728.9377,46156.1116,29656.08086,RE-D,4655,IT-11,37842,34815.158,18420,14190,1460,-64.60983776161098
1024,5203,10392.1088,28755.56751,54183.57105,27722.4075,37766.1613,23000.95313,RE-11,3953,IT-1,75534,37633.338,13434,14829,1350,21.89092101213153
1025,5677,5794.2907,26535.94366,1499.93455,65943.4298,50385.6465,27002.27672,RE-E,4022,IT-3,28520,18582.664,30676,11051,1298,-54.23766689520146
1026,3958,9481.9043,6952.50135,50618.43943,21749.3532,41343.5527,40290.86888,RE-F,3670,IT-7,80130,NA,13739,13712,1307,39.352127399655515
1027,2942,17178.8594,2537.66866,2822.23877,29151.0159,25906.9568,37673.3334,RE-F,4393,IT-A,43976,28847.242,12648,13481,1620,24.766144521621808
1028,5975,8230.6067,21121.6295,23418.21577,52675.6904,13057.7722,27182.53889,RE-A,4416,IT-12,42792,16884.905,19108,13405,1487,15.020610703180896
1029,5535,15831.0478,16006.21898,33077.77058,35796.108,36036.2765,30303.54678,RE-9,3811,IT-F,37066,NA,17693,7757,1063,-21.116224618611373
1030,5726,12059.0333,16263.45129,18824.45374,25342.7817,43403.5795,28499.67205,RE-0,1718,IT-F,23691,28254.456,17577,13572,1661,3.742284747482696
1031,3092,12080.8454,8388.13062,27343.48192,42937.7994,33904.0753,16121.60988,RE-11,3441,IT-3,44989,NA,12637,13495,1536,-6.373815303332506
1032,4571,4638.3352,22385.37651,22618.84494,68017.0234,41393.3494,41478.54027,RE-11,2638,IT-12,48845,27169.951,32228,15275,1558,24.88666564208058
1033,3080,6474.3318,23049.37643,42846.20996,45407.5841,52799.6295,26760.7233,RE-8,3172,IT-B,52654,25675.198,25646,12042,1206,-23.403413895441144
1034,5286,12883.7155,41063.94305,42057.47947,42535.0602,37310.6091,30118.83498,RE-7,2313,IT-2,47800,33185.302,6412,16827,1326,22.9021512089687
1035,3028,7501.5396,37702.16014,34950.64471,44649.4161,18900.4648,26882.16912,RE-5,4236,IT-7,53174,36997.401,30580,15722,1357,32.900887362049744
1036,4722,3014.4145,26066.81134,22615.15239,46244.9997,38117.679,26500.75969,RE-6,2506,IT-5,42674,28444.942,30320,13667,1526,-6.975438828506137
1037,4627,5457.4135,34531.44429,60326.36357,67723.9968,29316.2884,14305.37478,RE-11,1318,IT-1,43784,16535.87,26629,18643,1706,-20.370705728478658
1038,4091,1220.773,8917.14635,27355.62597,47846.241,23081.7234,6469.31846,RE-4,4278,IT-2,55900,33718.081,25360,14184,1184,-36.36551612074236
1039,5918,3258.078,34164.67949,44263.46688,44496.4,33419.7972,20383.747,RE-7,4135,IT-C,8032,23324.628,25588,11224,1048,-53.630701254916104
1040,4806,5110.9933,5475.70363,29476.96723,31194.1943,30116.962,24685.55884,RE-4,1905,IT-13,55419,34358.263,9400,17472,1090,0.485487434961441
1041,6385,4896.7669,13692.13364,15568.70768,44008.9417,31942.4441,13218.92292,RE-E,2576,IT-11,44638,20723.15,19104,21746,1482,-6.594460899048881
1042,5183,5985.9573,30185.81905,49192.17899,34678.1622,29560.7512,27663.23957,RE-5,1236,IT-F,26505,34737.593,9642,10087,567,-43.387179091220794
1043,2961,15104.0331,29454.22326,49239.1828,34130.0945,43013.0857,9079.67028,RE-6,4931,IT-8,36095,18133.431,8046,5986,1322,-37.28531667062561
1044,5001,13758.3882,18103.30621,1121.19104,52800.8366,50514.4461,35140.14833,RE-B,4745,IT-1,35715,30796.041,16779,15407,1418,10.422711856037388
1045,6287,9086.5529,40123.17325,30985.06907,61197.7,32425.7762,36277.47717,RE-D,434,IT-A,45752,16523.265,6688,14832,1334,-21.611633263493424
1046,8917,5192.3352,32498.33263,19926.88535,33855.1127,45271.4952,29072.10944,RE-2,2590,IT-10,76746,34072.006,24895,10250,1373,4.6241618848634864
1047,3861,16347.485,29284.30324,33592.07571,37275.4439,39109.7316,25112.44433,RE-B,3811,IT-6,34268,23009.642,6455,15312,1255,-16.28759671243538
1048,3924,9463.3682,11170.28306,10251.74295,25867.3276,32694.1455,38534.86253,RE-4,1398,IT-3,63065,21095.352,3760,10101,1590,-2.212479099468398
1049,4531,17518.7155,28988.78678,30135.68179,51192.4894,50739.2318,36513.65662,RE-E,4333,IT-12,45214,27086.104,7477,18810,1305,33.79022868785073
1050,5818,16190.0142,28131.41834,42880.99928,40644.6707,32865.0267,40352.72963,RE-B,3237,IT-0,39515,25418.859,395,17417,1262,-7.8847708140913095
1051,5197,12540.1771,8294.10261,56061.86734,42782.4768,35226.0033,40148.45597,RE-8,1270,IT-7,27069,17373.817,32775,9477,1456,-10.730636890506126
1052,4611,17862.1278,19162.74115,47476.88629,47137.8922,47260.4409,30135.05311,RE-5,2728,IT-0,55522,21989.316,16372,18580,1449,212.18674110316755
1053,4467,9434.7348,16126.60453,18552.93526,35669.0312,52128.9722,31910.58061,RE-2,3387,IT-E,26628,26467.171,1852,24982,1753,44.842714544438934
1054,4882,17563.4326,41714.11664,58877.53711,44816.7182,33826.1721,46660.40962,RE-1,4131,IT-2,40353,NA,18561,18295,1649,35.23717040940573
1055,2607,8049.5553,7171.317,31045.10619,44379.2192,37861.7765,32201.8879,RE-0,971,IT-1,42895,13781.24,32558,19165,1324,-21.548922719430614
1056,8522,1444.3723,2990.76788,28487.5045,44703.3812,28824.6468,39905.44173,RE-8,3224,IT-3,74209,24629.235,32622,15149,1065,-14.518030228944387
1057,7740,14199.7766,17270.384,34140.1709,30779.1365,18091.177,38526.34632,RE-E,3933,IT-7,20006,NA,15450,16796,1335,3.4111664638828882
1058,4627,14086.2978,27829.2948,19821.08562,43155.1426,40549.3842,17300.06995,RE-8,2140,IT-A,45804,25041.931,7142,21071,1861,25.08187244995974
1059,5211,4376.2625,38689.09262,7234.79882,61365.0318,33116.9984,30000.23486,RE-10,4397,IT-C,34884,38916.622,14928,14539,1953,-505.9719335001886
