metal,shape,height,length,width,weight
gold,cylinder,10,10,10,15173.89
tin,box,7,9,6,2763.18
tin,cylinder,9,1,1,51.67
tin,sphere,7,7,7,1312.83
platinum,cylinder,3,6,6,1788.92
bronze,sphere,5,5,5,608.03
gold,sphere,7,7,7,3469.76
tin,sphere,9,9,9,2790.25
silver,cylinder,5,3,3,370.75
platinum,sphere,8,8,8,5653.86
gold,cylinder,5,6,6,2731.3
bronze,box,1,8,10,743.2
silver,box,8,8,8,5370.88
platinum,sphere,7,7,7,3787.65
gold,sphere,6,6,6,2185.04
bronze,sphere,9,9,9,3546.03
silver,sphere,9,9,9,4004.07
platinum,sphere,2,2,2,88.34
silver,box,2,5,6,629.4
tin,box,9,9,8,4736.88
bronze,box,7,5,2,650.3
silver,cylinder,3,8,8,1581.85
tin,cylinder,4,8,8,1469.76
bronze,cylinder,7,1,1,51.07
gold,sphere,5,5,5,1264.49
silver,sphere,7,7,7,1883.95
silver,box,7,4,8,2349.76
platinum,sphere,7,7,7,3787.65
platinum,box,5,7,1,738.15
platinum,sphere,4,4,4,706.73
platinum,cylinder,3,5,5,1242.3
tin,cylinder,1,10,10,574.13
platinum,cylinder,9,9,9,12075.19
platinum,sphere,3,3,3,298.15
tin,sphere,8,8,8,1959.68
platinum,sphere,4,4,4,706.73
gold,box,10,10,2,3864.0
platinum,box,10,7,6,8857.8
silver,box,7,3,1,220.29
gold,cylinder,4,8,8,3884.52
bronze,cylinder,10,7,7,3575.21
platinum,cylinder,10,7,7,8116.38
tin,cylinder,1,7,7,281.32
gold,box,5,10,1,966.0
tin,sphere,1,1,1,3.83
gold,cylinder,4,7,7,2974.08
bronze,sphere,3,3,3,131.33
silver,box,8,3,7,1762.32
platinum,sphere,1,1,1,11.04
gold,sphere,8,8,8,5179.36
bronze,cylinder,4,1,1,29.19
platinum,sphere,8,8,8,5653.86
bronze,box,6,3,1,167.22
gold,cylinder,5,9,9,6145.43
tin,sphere,8,8,8,1959.68
silver,box,4,6,8,2014.08
bronze,box,5,8,7,2601.2
bronze,cylinder,6,2,2,175.11
silver,box,10,6,4,2517.6
gold,cylinder,8,10,10,12139.11
gold,box,2,9,1,347.76
silver,box,6,5,10,3147.0
platinum,sphere,5,5,5,1380.34
bronze,box,1,1,10,92.9
bronze,cylinder,8,9,9,4728.03
bronze,sphere,10,10,10,4864.23
silver,sphere,8,8,8,2812.19
gold,box,8,9,7,9737.28
gold,box,2,2,2,154.56
gold,cylinder,1,6,6,546.26
gold,sphere,1,1,1,10.12
platinum,box,8,7,6,7086.24
gold,sphere,2,2,2,80.93
tin,box,4,10,5,1462.0
platinum,cylinder,2,5,5,828.2
silver,box,5,7,9,3304.35
bronze,cylinder,2,1,1,14.59
bronze,sphere,9,9,9,3546.03
tin,sphere,6,6,6,826.74
platinum,sphere,7,7,7,3787.65
bronze,box,5,5,5,1161.25
silver,sphere,4,4,4,351.52
bronze,cylinder,5,6,6,1313.34
tin,cylinder,9,8,8,3306.97
gold,sphere,8,8,8,5179.36
platinum,sphere,2,2,2,88.34
gold,box,1,8,7,1081.92
gold,cylinder,2,1,1,30.35
gold,box,5,7,1,676.2
gold,cylinder,6,10,10,9104.34
bronze,sphere,6,6,6,1050.67
silver,cylinder,2,2,2,65.91
bronze,box,10,7,7,4552.1
silver,cylinder,6,1,1,49.43
bronze,box,2,6,8,891.84
silver,sphere,9,9,9,4004.07
bronze,sphere,2,2,2,38.91
platinum,box,6,1,2,253.08
bronze,box,9,7,4,2341.08
silver,box,9,1,9,849.69
silver,box,5,5,3,786.75
platinum,cylinder,9,1,1,149.08
silver,box,4,4,9,1510.56
silver,sphere,10,10,10,5492.55
silver,box,5,6,6,1888.2
platinum,sphere,3,3,3,298.15
tin,sphere,8,8,8,1959.68
bronze,cylinder,1,5,5,182.41
silver,cylinder,9,2,2,296.6
platinum,sphere,5,5,5,1380.34
bronze,box,4,9,2,668.88
bronze,cylinder,2,8,8,933.93
platinum,sphere,5,5,5,1380.34
gold,box,6,10,6,6955.2
platinum,box,4,1,3,253.08
platinum,sphere,2,2,2,88.34
platinum,box,10,8,6,10123.2
tin,box,5,7,10,2558.5
tin,cylinder,8,8,8,2939.53
silver,sphere,3,3,3,148.3
silver,box,4,3,9,1132.92
bronze,sphere,8,8,8,2490.49
tin,box,9,3,2,394.74
silver,sphere,4,4,4,351.52
platinum,box,9,10,7,13286.7
gold,sphere,9,9,9,7374.51
bronze,sphere,6,6,6,1050.67
silver,cylinder,9,5,5,1853.74
bronze,sphere,6,6,6,1050.67
platinum,cylinder,6,8,8,6360.59
bronze,sphere,2,2,2,38.91
silver,box,2,1,1,20.98
bronze,sphere,10,10,10,4864.23
silver,box,7,5,8,2937.2
platinum,box,2,9,5,1898.1
bronze,cylinder,6,4,4,700.45
gold,cylinder,8,2,2,485.56
tin,box,7,8,4,1637.44
gold,cylinder,7,5,5,2655.43
platinum,cylinder,6,4,4,1590.15
silver,sphere,8,8,8,2812.19
gold,cylinder,4,2,2,242.78
tin,cylinder,6,2,2,137.79
platinum,box,4,6,10,5061.6
gold,cylinder,9,3,3,1229.09
gold,sphere,7,7,7,3469.76
tin,box,9,10,5,3289.5
platinum,cylinder,6,7,7,4869.83
gold,box,5,9,9,7824.6
tin,sphere,6,6,6,826.74
platinum,box,4,2,6,1012.32
gold,box,3,2,1,115.92
platinum,box,1,6,9,1138.86
silver,cylinder,10,6,6,2965.98
platinum,box,10,1,4,843.6
tin,cylinder,1,8,8,367.44
silver,box,8,6,3,1510.56
tin,box,7,10,7,3581.9
silver,box,1,3,6,188.82
bronze,sphere,7,7,7,1668.43
platinum,sphere,2,2,2,88.34
tin,cylinder,6,2,2,137.79
tin,cylinder,2,3,3,103.34
bronze,sphere,3,3,3,131.33
bronze,box,6,9,7,3511.62
gold,cylinder,8,6,6,4370.08
platinum,box,3,10,4,2530.8
bronze,cylinder,8,1,1,58.37
silver,cylinder,8,8,8,4218.28
platinum,sphere,3,3,3,298.15
bronze,cylinder,7,10,10,5107.44
platinum,sphere,8,8,8,5653.86
platinum,box,10,5,9,9490.5
gold,cylinder,4,9,9,4916.34
platinum,sphere,4,4,4,706.73
silver,sphere,10,10,10,5492.55
silver,cylinder,9,3,3,667.34
tin,sphere,1,1,1,3.83
gold,cylinder,10,6,6,5462.6
tin,sphere,2,2,2,30.62
tin,sphere,10,10,10,3827.51
gold,sphere,3,3,3,273.13
bronze,cylinder,5,5,5,912.04
silver,box,3,8,8,2014.08
gold,cylinder,10,6,6,5462.6
gold,sphere,4,4,4,647.42
silver,sphere,9,9,9,4004.07
silver,sphere,4,4,4,351.52
platinum,cylinder,9,6,6,5366.75
tin,cylinder,7,10,10,4018.88
silver,cylinder,9,8,8,4745.56
gold,box,8,8,1,1236.48
silver,cylinder,2,2,2,65.91
gold,box,5,10,4,3864.0
gold,box,3,2,9,1043.28
bronze,box,3,5,9,1254.15
silver,sphere,3,3,3,148.3
bronze,sphere,10,10,10,4864.23
bronze,box,9,9,1,752.49
bronze,box,6,4,6,1337.76
tin,box,3,5,10,1096.5
silver,box,9,2,5,944.1
bronze,box,4,4,7,1040.48
silver,box,2,8,9,1510.56
gold,box,5,5,3,1449.0
silver,box,7,6,2,881.16
gold,cylinder,5,3,3,682.83
platinum,sphere,1,1,1,11.04
tin,box,4,4,1,116.96
tin,box,4,4,10,1169.6
tin,sphere,5,5,5,478.44
tin,sphere,5,5,5,478.44
gold,cylinder,10,1,1,151.74
tin,cylinder,5,9,9,2325.21
bronze,box,4,8,3,891.84
platinum,cylinder,1,10,10,1656.4
platinum,sphere,3,3,3,298.15
bronze,box,4,4,6,891.84
silver,cylinder,4,4,4,527.28
platinum,box,2,5,7,1476.3
silver,sphere,4,4,4,351.52
silver,sphere,2,2,2,43.94
bronze,cylinder,10,8,8,4669.66
platinum,cylinder,3,2,2,198.77
silver,box,8,7,4,2349.76
gold,box,7,8,6,6491.52
platinum,cylinder,6,7,7,4869.83
tin,cylinder,8,7,7,2250.57
tin,sphere,3,3,3,103.34
platinum,sphere,8,8,8,5653.86
tin,sphere,2,2,2,30.62
tin,cylinder,5,9,9,2325.21
tin,cylinder,9,1,1,51.67
gold,box,2,4,4,618.24
platinum,sphere,4,4,4,706.73
tin,box,2,3,6,263.16
bronze,cylinder,4,9,9,2364.02
silver,sphere,5,5,5,686.57
platinum,cylinder,7,2,2,463.79
silver,cylinder,9,4,4,1186.39
gold,box,8,4,8,4945.92
platinum,cylinder,9,9,9,12075.19
tin,cylinder,7,8,8,2572.08
bronze,sphere,6,6,6,1050.67
gold,cylinder,1,5,5,379.35
gold,sphere,7,7,7,3469.76
platinum,box,2,10,5,2109.0
platinum,sphere,8,8,8,5653.86
gold,box,6,7,9,7302.96
platinum,sphere,2,2,2,88.34
gold,box,8,9,7,9737.28
platinum,sphere,4,4,4,706.73
platinum,cylinder,3,3,3,447.23
platinum,sphere,8,8,8,5653.86
tin,sphere,10,10,10,3827.51
gold,sphere,1,1,1,10.12
silver,box,1,10,7,734.3
bronze,box,7,6,3,1170.54
gold,box,7,8,6,6491.52
tin,box,1,4,1,29.24
tin,box,7,9,6,2763.18
tin,cylinder,7,1,1,40.19
silver,cylinder,9,3,3,667.34
tin,sphere,8,8,8,1959.68
tin,box,4,1,9,263.16
bronze,box,8,4,4,1189.12
tin,sphere,3,3,3,103.34
bronze,sphere,8,8,8,2490.49
silver,cylinder,6,6,6,1779.59
silver,cylinder,6,7,7,2422.22
bronze,sphere,4,4,4,311.31
gold,cylinder,1,2,2,60.7
platinum,cylinder,3,3,3,447.23
silver,cylinder,5,6,6,1482.99
gold,sphere,8,8,8,5179.36
bronze,cylinder,5,5,5,912.04
platinum,cylinder,4,10,10,6625.62
gold,cylinder,8,5,5,3034.78
tin,sphere,6,6,6,826.74
platinum,sphere,1,1,1,11.04
silver,box,2,5,5,524.5
tin,sphere,7,7,7,1312.83
bronze,sphere,7,7,7,1668.43
tin,sphere,3,3,3,103.34
silver,cylinder,10,10,10,8238.83
bronze,sphere,7,7,7,1668.43
tin,sphere,10,10,10,3827.51
tin,cylinder,10,6,6,2066.85
silver,cylinder,8,1,1,65.91
bronze,sphere,4,4,4,311.31
tin,cylinder,6,9,9,2790.25
gold,box,3,6,5,1738.8
platinum,sphere,4,4,4,706.73
platinum,box,6,5,5,3163.5
silver,cylinder,9,10,10,7414.94
bronze,sphere,3,3,3,131.33
tin,sphere,9,9,9,2790.25
silver,sphere,7,7,7,1883.95
bronze,box,3,4,6,668.88
platinum,box,10,3,5,3163.5
tin,cylinder,5,10,10,2870.63
silver,box,10,7,3,2202.9
gold,box,9,4,1,695.52
tin,sphere,3,3,3,103.34
platinum,box,5,5,3,1581.75
tin,box,7,2,1,102.34
gold,box,9,9,1,1564.92
gold,cylinder,7,5,5,2655.43
bronze,cylinder,4,6,6,1050.67
silver,sphere,6,6,6,1186.39
silver,box,10,3,3,944.1
tin,cylinder,1,4,4,91.86
tin,box,1,3,4,87.72
gold,box,7,3,2,811.44
silver,cylinder,1,2,2,32.96
tin,sphere,7,7,7,1312.83
tin,box,6,3,4,526.32
platinum,box,1,8,3,506.16
gold,cylinder,7,1,1,106.22
platinum,cylinder,5,4,4,1325.12
gold,sphere,9,9,9,7374.51
silver,cylinder,1,8,8,527.28
gold,sphere,8,8,8,5179.36
platinum,sphere,9,9,9,8050.13
platinum,sphere,5,5,5,1380.34
silver,sphere,5,5,5,686.57
gold,cylinder,9,9,9,11061.77
bronze,sphere,5,5,5,608.03
tin,sphere,9,9,9,2790.25
silver,sphere,10,10,10,5492.55
bronze,cylinder,8,8,8,3735.73
platinum,cylinder,1,5,5,414.1
gold,sphere,9,9,9,7374.51
platinum,sphere,4,4,4,706.73
tin,sphere,5,5,5,478.44
tin,box,10,3,1,219.3
tin,sphere,1,1,1,3.83
silver,sphere,2,2,2,43.94
bronze,cylinder,2,9,9,1182.01
gold,sphere,9,9,9,7374.51
silver,cylinder,9,4,4,1186.39
silver,box,10,6,6,3776.4
silver,sphere,10,10,10,5492.55
bronze,sphere,1,1,1,4.86
silver,cylinder,4,4,4,527.28
silver,box,4,9,10,3776.4
gold,box,3,7,4,1622.88
gold,cylinder,5,1,1,75.87
platinum,sphere,4,4,4,706.73
gold,cylinder,7,3,3,955.96
tin,cylinder,2,10,10,1148.25
tin,sphere,6,6,6,826.74
gold,box,6,5,10,5796.0
tin,box,6,10,4,1754.4
platinum,sphere,5,5,5,1380.34
tin,cylinder,1,4,4,91.86
bronze,cylinder,5,4,4,583.71
platinum,sphere,10,10,10,11042.7
silver,sphere,4,4,4,351.52
bronze,box,8,9,5,3344.4
gold,cylinder,5,10,10,7586.95
gold,sphere,1,1,1,10.12
gold,sphere,7,7,7,3469.76
silver,box,3,10,8,2517.6
tin,box,3,7,6,921.06
gold,box,2,10,3,1159.2
gold,box,2,7,1,270.48
bronze,box,9,7,9,5267.43
tin,box,9,4,9,2368.44
silver,box,7,3,8,1762.32
bronze,cylinder,7,3,3,459.67
silver,box,4,5,2,419.6
bronze,cylinder,3,10,10,2188.9
gold,sphere,9,9,9,7374.51
platinum,cylinder,2,9,9,2683.38
gold,box,2,2,5,386.4
tin,box,9,5,6,1973.7
tin,box,8,3,4,701.76
bronze,sphere,2,2,2,38.91
platinum,box,8,4,6,4049.28
bronze,cylinder,6,9,9,3546.03
silver,sphere,1,1,1,5.49
bronze,box,9,3,8,2006.64
platinum,cylinder,2,2,2,132.51
platinum,cylinder,4,2,2,265.02
bronze,cylinder,1,9,9,591.0
silver,cylinder,6,7,7,2422.22
tin,cylinder,6,4,4,551.16
platinum,cylinder,5,6,6,2981.53
gold,box,10,3,9,5216.4
bronze,box,9,2,10,1672.2
bronze,cylinder,7,7,7,2502.65
gold,cylinder,9,5,5,3414.13
tin,cylinder,7,1,1,40.19
bronze,box,1,3,4,111.48
bronze,box,5,1,4,185.8
tin,cylinder,10,9,9,4650.42
tin,sphere,4,4,4,244.96
gold,cylinder,7,9,9,8603.6
platinum,cylinder,8,1,1,132.51
platinum,sphere,10,10,10,11042.7
tin,cylinder,9,9,9,4185.38
tin,sphere,2,2,2,30.62
gold,sphere,8,8,8,5179.36
platinum,cylinder,1,9,9,1341.69
gold,cylinder,5,9,9,6145.43
tin,cylinder,7,5,5,1004.72
gold,box,1,2,1,38.64
platinum,box,7,7,2,2066.82
silver,box,10,10,1,1049.0
silver,cylinder,4,9,9,2669.38
gold,box,3,4,1,231.84
silver,cylinder,6,8,8,3163.71
tin,sphere,3,3,3,103.34
platinum,cylinder,9,4,4,2385.22
platinum,box,7,5,2,1476.3
platinum,cylinder,5,4,4,1325.12
bronze,cylinder,7,9,9,4137.03
tin,box,9,9,4,2368.44
bronze,sphere,10,10,10,4864.23
platinum,cylinder,7,9,9,9391.81
tin,cylinder,7,6,6,1446.8
silver,box,2,1,1,20.98
bronze,box,10,1,10,929.0
tin,sphere,3,3,3,103.34
tin,cylinder,5,4,4,459.3
platinum,box,6,1,1,126.54
silver,sphere,2,2,2,43.94
silver,box,2,6,9,1132.92
gold,box,4,9,5,3477.6
tin,box,9,2,4,526.32
tin,box,10,4,5,1462.0
silver,box,1,9,10,944.1
gold,box,1,10,8,1545.6
bronze,box,7,8,4,2080.96
silver,cylinder,8,3,3,593.2
silver,sphere,6,6,6,1186.39
bronze,cylinder,4,6,6,1050.67
gold,cylinder,3,8,8,2913.39
platinum,cylinder,3,3,3,447.23
gold,cylinder,7,2,2,424.87
gold,sphere,10,10,10,10115.93
tin,cylinder,7,4,4,643.02
tin,sphere,4,4,4,244.96
silver,sphere,1,1,1,5.49
gold,sphere,3,3,3,273.13
gold,cylinder,5,5,5,1896.74
silver,cylinder,7,6,6,2076.18
gold,box,3,1,10,579.6
tin,box,4,3,1,87.72
bronze,cylinder,4,2,2,116.74
gold,cylinder,5,8,8,4855.65
silver,box,2,6,4,503.52
silver,cylinder,8,7,7,3229.62
bronze,cylinder,3,3,3,197.0
tin,cylinder,9,3,3,465.04
bronze,box,10,7,2,1300.6
tin,sphere,4,4,4,244.96
bronze,sphere,10,10,10,4864.23
bronze,sphere,6,6,6,1050.67
bronze,sphere,8,8,8,2490.49
gold,cylinder,3,1,1,45.52
platinum,cylinder,1,9,9,1341.69
gold,cylinder,8,6,6,4370.08
platinum,cylinder,7,4,4,1855.17
silver,box,2,5,4,419.6
silver,box,9,4,9,3398.76
platinum,cylinder,1,7,7,811.64
tin,cylinder,9,7,7,2531.9
gold,box,1,1,2,38.64
tin,box,4,6,6,1052.64
gold,sphere,8,8,8,5179.36
platinum,sphere,5,5,5,1380.34
silver,cylinder,6,3,3,444.9
tin,box,5,3,10,1096.5
tin,sphere,4,4,4,244.96
platinum,box,2,9,10,3796.2
gold,cylinder,6,1,1,91.04
platinum,cylinder,4,1,1,66.26
silver,cylinder,9,3,3,667.34
bronze,cylinder,5,5,5,912.04
bronze,sphere,4,4,4,311.31
silver,cylinder,1,1,1,8.24
platinum,sphere,5,5,5,1380.34
platinum,box,10,3,10,6327.0
bronze,box,10,7,5,3251.5
silver,box,10,10,3,3147.0
gold,box,10,1,10,1932.0
bronze,cylinder,5,7,7,1787.61
platinum,cylinder,5,5,5,2070.51
bronze,cylinder,2,9,9,1182.01
platinum,sphere,8,8,8,5653.86
gold,sphere,2,2,2,80.93
tin,box,9,2,5,657.9
tin,box,1,3,4,87.72
gold,cylinder,3,3,3,409.7
tin,sphere,7,7,7,1312.83
gold,box,2,4,8,1236.48
bronze,sphere,6,6,6,1050.67
gold,box,10,9,8,13910.4
platinum,box,3,10,3,1898.1
gold,box,6,10,1,1159.2
tin,box,7,9,10,4605.3
bronze,cylinder,7,5,5,1276.86
gold,cylinder,3,2,2,182.09
gold,sphere,7,7,7,3469.76
tin,box,7,7,4,1432.76
bronze,sphere,4,4,4,311.31
bronze,cylinder,9,6,6,2364.02
bronze,box,8,9,1,668.88
bronze,box,1,1,9,83.61
tin,cylinder,5,1,1,28.71
gold,sphere,5,5,5,1264.49
tin,box,2,3,3,131.58
platinum,box,10,1,5,1054.5
bronze,box,9,8,10,6688.8
platinum,box,7,7,6,6200.46
platinum,cylinder,10,3,3,1490.76
platinum,cylinder,7,7,7,5681.47
bronze,cylinder,1,9,9,591.0
tin,cylinder,7,2,2,160.76
tin,sphere,7,7,7,1312.83
tin,sphere,9,9,9,2790.25
silver,cylinder,3,2,2,98.87
tin,box,4,5,1,146.2
tin,sphere,2,2,2,30.62
tin,sphere,4,4,4,244.96
tin,box,7,1,7,358.19
gold,sphere,8,8,8,5179.36
gold,sphere,5,5,5,1264.49
gold,box,7,10,10,13524.0
bronze,cylinder,3,1,1,21.89
gold,box,3,9,7,3651.48
silver,box,3,9,9,2549.07
bronze,box,1,8,1,74.32
bronze,cylinder,9,5,5,1641.68
tin,box,2,5,4,292.4
bronze,cylinder,1,9,9,591.0
gold,cylinder,2,1,1,30.35
platinum,cylinder,1,8,8,1060.1
bronze,cylinder,3,2,2,87.56
silver,sphere,3,3,3,148.3
gold,sphere,6,6,6,2185.04
tin,cylinder,8,1,1,45.93
bronze,cylinder,6,7,7,2145.13
bronze,cylinder,6,4,4,700.45
silver,cylinder,5,4,4,659.11
bronze,box,5,6,8,2229.6
platinum,box,10,3,6,3796.2
platinum,cylinder,6,7,7,4869.83
tin,sphere,7,7,7,1312.83
gold,cylinder,7,3,3,955.96
silver,sphere,9,9,9,4004.07
bronze,box,7,1,9,585.27
gold,sphere,1,1,1,10.12
bronze,sphere,2,2,2,38.91
bronze,cylinder,6,2,2,175.11
silver,cylinder,3,5,5,617.91
tin,box,4,3,1,87.72
silver,sphere,9,9,9,4004.07
gold,sphere,6,6,6,2185.04
tin,cylinder,5,1,1,28.71
silver,cylinder,1,8,8,527.28
bronze,box,9,3,3,752.49
bronze,box,6,5,7,1950.9
platinum,sphere,2,2,2,88.34
gold,cylinder,1,7,7,743.52
platinum,box,8,7,1,1181.04
gold,sphere,2,2,2,80.93
silver,box,4,10,5,2098.0
tin,cylinder,9,7,7,2531.9
bronze,sphere,8,8,8,2490.49
silver,box,10,7,7,5140.1
silver,box,1,7,7,514.01
tin,cylinder,4,5,5,574.13
gold,sphere,3,3,3,273.13
tin,box,2,2,9,263.16
bronze,cylinder,1,8,8,466.97
gold,cylinder,1,8,8,971.13
silver,cylinder,9,8,8,4745.56
silver,box,10,10,6,6294.0
platinum,box,9,5,10,9490.5
platinum,cylinder,7,8,8,7420.69
tin,sphere,2,2,2,30.62
bronze,box,4,5,6,1114.8
platinum,cylinder,10,9,9,13416.88
platinum,sphere,4,4,4,706.73
bronze,cylinder,10,5,5,1824.09
silver,cylinder,1,4,4,131.82
tin,cylinder,3,4,4,275.58
bronze,box,3,1,5,139.35
silver,sphere,6,6,6,1186.39
platinum,sphere,2,2,2,88.34
platinum,sphere,1,1,1,11.04
silver,cylinder,6,3,3,444.9
silver,sphere,7,7,7,1883.95
tin,cylinder,4,7,7,1125.29
silver,box,7,4,4,1174.88
gold,sphere,9,9,9,7374.51
tin,box,6,2,1,87.72
silver,cylinder,2,10,10,1647.77
platinum,cylinder,6,3,3,894.46
platinum,box,1,10,5,1054.5
platinum,cylinder,10,6,6,5963.06
silver,box,1,4,9,377.64
tin,cylinder,5,7,7,1406.61
bronze,box,9,4,10,3344.4
platinum,sphere,5,5,5,1380.34
silver,sphere,8,8,8,2812.19
silver,cylinder,10,2,2,329.55
gold,sphere,9,9,9,7374.51
tin,sphere,1,1,1,3.83
bronze,sphere,1,1,1,4.86
silver,sphere,6,6,6,1186.39
bronze,box,10,9,3,2508.3
platinum,sphere,4,4,4,706.73
tin,box,7,3,7,1074.57
silver,box,6,3,9,1699.38
platinum,box,6,4,8,4049.28
silver,cylinder,8,7,7,3229.62
bronze,box,2,3,4,222.96
silver,cylinder,8,3,3,593.2
bronze,sphere,9,9,9,3546.03
bronze,cylinder,10,10,10,7296.35
tin,box,9,1,2,131.58
platinum,sphere,7,7,7,3787.65
gold,cylinder,5,1,1,75.87
platinum,sphere,9,9,9,8050.13
bronze,cylinder,8,7,7,2860.17
bronze,sphere,3,3,3,131.33
tin,sphere,5,5,5,478.44
tin,sphere,8,8,8,1959.68
silver,sphere,10,10,10,5492.55
tin,cylinder,4,1,1,22.97
tin,sphere,3,3,3,103.34
bronze,sphere,10,10,10,4864.23
silver,box,10,6,1,629.4
silver,box,8,1,1,83.92
bronze,cylinder,6,9,9,3546.03
bronze,box,1,10,1,92.9
tin,sphere,5,5,5,478.44
bronze,sphere,10,10,10,4864.23
gold,cylinder,1,1,1,15.17
silver,sphere,6,6,6,1186.39
gold,sphere,2,2,2,80.93
gold,box,9,3,8,4173.12
bronze,sphere,6,6,6,1050.67
bronze,sphere,2,2,2,38.91
platinum,sphere,4,4,4,706.73
gold,sphere,4,4,4,647.42
silver,box,8,10,8,6713.6
gold,sphere,3,3,3,273.13
platinum,cylinder,1,8,8,1060.1
gold,cylinder,6,8,8,5826.77
silver,box,4,2,4,335.68
bronze,box,7,5,2,650.3
platinum,cylinder,2,10,10,3312.81
tin,box,6,3,7,921.06
tin,cylinder,4,4,4,367.44
platinum,cylinder,10,5,5,4141.01
bronze,cylinder,5,8,8,2334.83
tin,box,10,3,5,1096.5
tin,cylinder,5,1,1,28.71
gold,sphere,1,1,1,10.12
tin,box,1,3,7,153.51
bronze,sphere,7,7,7,1668.43
silver,box,7,5,2,734.3
gold,sphere,4,4,4,647.42
platinum,sphere,3,3,3,298.15
tin,box,9,10,5,3289.5
bronze,sphere,1,1,1,4.86
gold,cylinder,1,8,8,971.13
platinum,sphere,8,8,8,5653.86
silver,sphere,10,10,10,5492.55
gold,cylinder,1,9,9,1229.09
gold,cylinder,5,1,1,75.87
tin,sphere,8,8,8,1959.68
gold,box,10,4,5,3864.0
silver,cylinder,3,5,5,617.91
silver,box,2,3,3,188.82
tin,box,8,4,9,2105.28
tin,cylinder,7,6,6,1446.8
tin,box,8,2,5,584.8
gold,box,1,1,6,115.92
tin,cylinder,2,3,3,103.34
bronze,sphere,4,4,4,311.31
bronze,cylinder,9,5,5,1641.68
gold,box,7,10,10,13524.0
bronze,sphere,4,4,4,311.31
gold,sphere,10,10,10,10115.93
tin,box,6,4,6,1052.64
bronze,sphere,6,6,6,1050.67
bronze,box,6,8,6,2675.52
platinum,cylinder,5,1,1,82.82
platinum,sphere,7,7,7,3787.65
bronze,cylinder,8,7,7,2860.17
tin,sphere,10,10,10,3827.51
silver,sphere,4,4,4,351.52
platinum,cylinder,5,10,10,8282.02
bronze,box,2,1,3,55.74
silver,cylinder,2,7,7,807.41
bronze,cylinder,1,1,1,7.3
silver,cylinder,10,2,2,329.55
tin,cylinder,4,8,8,1469.76
bronze,sphere,6,6,6,1050.67
platinum,sphere,9,9,9,8050.13
platinum,box,10,9,5,9490.5
platinum,sphere,7,7,7,3787.65
gold,sphere,5,5,5,1264.49
tin,cylinder,8,8,8,2939.53
silver,cylinder,8,1,1,65.91
tin,box,9,10,10,6579.0
gold,sphere,10,10,10,10115.93
silver,cylinder,7,2,2,230.69
platinum,box,5,4,9,3796.2
tin,cylinder,3,1,1,17.22
gold,cylinder,8,10,10,12139.11
tin,box,3,6,5,657.9
gold,cylinder,4,2,2,242.78
gold,box,1,4,8,618.24
platinum,box,7,5,10,7381.5
silver,cylinder,4,8,8,2109.14
gold,sphere,3,3,3,273.13
silver,sphere,5,5,5,686.57
tin,cylinder,10,2,2,229.65
platinum,sphere,3,3,3,298.15
tin,box,3,6,3,394.74
platinum,cylinder,9,9,9,12075.19
platinum,sphere,3,3,3,298.15
tin,sphere,1,1,1,3.83
bronze,sphere,1,1,1,4.86
tin,box,3,1,3,65.79
gold,sphere,1,1,1,10.12
platinum,cylinder,6,9,9,8050.13
gold,sphere,3,3,3,273.13
bronze,box,5,9,8,3344.4
tin,sphere,7,7,7,1312.83
platinum,cylinder,3,6,6,1788.92
tin,box,4,8,7,1637.44
bronze,cylinder,9,3,3,591.0
platinum,sphere,9,9,9,8050.13
platinum,box,7,8,9,10629.36
gold,sphere,4,4,4,647.42
platinum,cylinder,3,5,5,1242.3
bronze,cylinder,8,8,8,3735.73
silver,box,8,2,8,1342.72
tin,box,10,9,8,5263.2
platinum,cylinder,10,2,2,662.56
silver,sphere,8,8,8,2812.19
silver,sphere,7,7,7,1883.95
gold,sphere,2,2,2,80.93
bronze,cylinder,5,2,2,145.93
platinum,sphere,3,3,3,298.15
gold,box,5,9,4,3477.6
silver,sphere,7,7,7,1883.95
platinum,sphere,9,9,9,8050.13
tin,box,6,2,7,614.04
platinum,cylinder,5,8,8,5300.5
silver,box,4,9,6,2265.84
bronze,box,6,2,1,111.48
silver,cylinder,3,2,2,98.87
silver,cylinder,4,8,8,2109.14
bronze,sphere,2,2,2,38.91
bronze,box,8,10,1,743.2
tin,sphere,1,1,1,3.83
platinum,cylinder,8,9,9,10733.5
tin,box,7,10,7,3581.9
platinum,sphere,3,3,3,298.15
bronze,cylinder,9,4,4,1050.67
silver,sphere,5,5,5,686.57
platinum,box,2,8,7,2362.08
tin,cylinder,4,2,2,91.86
gold,box,3,4,2,463.68
silver,sphere,4,4,4,351.52
platinum,box,9,3,3,1708.29
silver,box,9,1,4,377.64
bronze,cylinder,5,4,4,583.71
gold,sphere,3,3,3,273.13
platinum,sphere,8,8,8,5653.86
tin,cylinder,3,2,2,68.9
platinum,cylinder,8,2,2,530.05
tin,cylinder,2,9,9,930.08
gold,box,2,5,9,1738.8
gold,cylinder,7,1,1,106.22
tin,cylinder,4,9,9,1860.17
gold,sphere,7,7,7,3469.76
tin,sphere,1,1,1,3.83
silver,cylinder,3,6,6,889.79
tin,box,5,7,2,511.7
silver,cylinder,4,9,9,2669.38
tin,sphere,7,7,7,1312.83
bronze,sphere,3,3,3,131.33
